Ensemble	Symbol	Chr	Start	End	Type	Length8FeatureCount
ENSG00000146938	NLGN4X	chrX	5840637	6228867	protein_coding	7439
ENSG00000286373	RP11-111N20.1	chr10	63630672	63655769	lncRNA	2205
ENSG00000226536	SETP15	chrX	15917548	15918631	processed_pseudogene	337
ENSG00000286635	RP11-472H7.2	chr16	6380476	6395578	lncRNA	2861
ENSG00000254860	TMEM9B-AS1	chr11	8964510	8977527	lncRNA	4409
ENSG00000277916	ENSG10010136122.1	chr1	29171285	29171453	misc_RNA	169
ENSG00000279543	RP11-1147P1.1	chr18	37473330	37473977	TEC	648
ENSG00000232742	RHOQP2	chr2	131460999	131461577	processed_pseudogene	579
ENSG00000214525	AC130709.1	chr2	68528241	68529452	processed_pseudogene	1212
ENSG00000206687	RNU1-109P	chr18	797989	798135	snRNA	147
ENSG00000214125	RP3-412A9.15	chr22	31155966	31156647	processed_pseudogene	682
ENSG00000286637	RP11-46H14.1	chr4	116754453	116921792	lncRNA	3352
ENSG00000230739	RP11-331H2.4	chr1	162824795	162849467	unprocessed_pseudogene	679
ENSG00000237302	OFD1P11Y	chrY	23771232	23798150	unprocessed_pseudogene	1177
ENSG00000280332	CTD-2013N17.6	chr19	16356329	16358327	TEC	1999
ENSG00000258592	RP11-108M12.3	chr14	57066260	57112660	lncRNA	1577
ENSG00000261595	PPM1J-DT	chr1	112715672	112717796	lncRNA	2125
ENSG00000264901	MIR3616	chr20	47166967	47167058	miRNA	92
ENSG00000060656	PTPRU	chr1	29236516	29326813	protein_coding	6682
ENSG00000206034	DEFB109B	chr8	7312846	7319951	unprocessed_pseudogene	264
ENSG00000236359	OR51B8P	chr11	5330592	5331360	unprocessed_pseudogene	769
ENSG00000226566	RP11-436F21.1	chr9	103361952	103429892	lncRNA	526
ENSG00000236432	MFF-DT	chr2	227221052	227325711	lncRNA	15378
ENSG00000232821	AC003986.6	chr7	19112474	19114271	lncRNA	1711
ENSG00000185864	NPIPB4	chr16	21834569	21880827	protein_coding	8025
ENSG00000282925	CTD-2195M15.4	chr5	127588746	127590710	lncRNA	1745
ENSG00000215601	TSPY24P	chrY	8280198	8282209	unprocessed_pseudogene	443
ENSG00000234380	LINC01426	chr21	34745757	34784886	lncRNA	5396
ENSG00000261173	DNAJA2-DT	chr16	46973989	46978983	lncRNA	516
ENSG00000233821	ENOX1-AS1	chr13	43543918	43548056	lncRNA	3907
ENSG00000259148	YWHAZP1	chr14	44290997	44291718	processed_pseudogene	722
ENSG00000197322	C17orf102	chr17	34574123	34579369	lncRNA	3997
ENSG00000181610	MRPS23	chr17	57834781	57850056	protein_coding	6379
ENSG00000255474	GAU1	chr12	4700417	4720102	lncRNA	1249
ENSG00000112078	KCTD20	chr6	36442767	36491143	protein_coding	6239
ENSG00000170606	HSPA4	chr5	133052013	133106449	protein_coding	5102
ENSG00000253184	RP11-13N12.2	chr8	16604255	16664879	lncRNA	458
ENSG00000228236	TXNP5	chr2	149068596	149068910	processed_pseudogene	315
ENSG00000230715	RP11-274B21.4	chr7	128652841	128653243	processed_pseudogene	403
ENSG00000213609	RPL7AP50	chr10	63902451	63903245	processed_pseudogene	795
ENSG00000260185	RP11-432I5.6	chr16	71655027	71664212	lncRNA	406
ENSG00000200570	RNU6-829P	chr9	93375556	93375667	snRNA	112
ENSG00000068885	IFT80	chr3	160256986	160399880	protein_coding	7080
ENSG00000214465	SMARCE1P6	chr2	26149204	26150731	processed_pseudogene	1216
ENSG00000136250	AOAH	chr7	36512941	36724549	protein_coding	3518
ENSG00000281548	LINC00895	chr22	19565203	19566839	lncRNA	1637
ENSG00000267278	MAP3K14-AS1	chr17	45247916	45269824	lncRNA	5171
ENSG00000275457	RP1-198K11.5	chr20	21302731	21303704	lncRNA	974
ENSG00000166582	CENPV	chr17	16342534	16353656	protein_coding	2850
ENSG00000222312	RNA5SP178	chr5	16033229	16033356	rRNA_pseudogene	128
ENSG00000261800	RP11-244B22.11	chr16	35143722	35146129	lncRNA	1220
ENSG00000170100	ZNF778	chr16	89217703	89237141	protein_coding	11343
ENSG00000284685	RP11-426C22.12	chr16	29139379	29331304	lncRNA	1442
ENSG00000229797	AC140481.8	chr2	130742959	130755879	lncRNA	1657
ENSG00000226130	AC013248.2	chr17	14725729	14729686	lncRNA	232
ENSG00000259504	RP11-352D13.5	chr15	69278675	69295322	lncRNA	883
ENSG00000211598	IGKV4-1	chr2	88885397	88886153	IG_V_gene	538
ENSG00000253233	KB-1582A10.2	chr8	39867436	39867812	processed_pseudogene	186
ENSG00000255496	RP11-587D21.4	chr11	27696312	27877648	lncRNA	358
ENSG00000241008	RP11-494M8.1	chr11	7783697	7784407	processed_pseudogene	711
ENSG00000274515	CTD-2026K11.5	chr15	75645020	75645442	lncRNA	423
ENSG00000232658	SLC44A3P1	chr2	193256483	193257757	processed_pseudogene	1275
ENSG00000142961	MOB3C	chr1	46607715	46616884	protein_coding	5909
ENSG00000254387	MYL12AP1	chr8	93849561	93850075	processed_pseudogene	515
ENSG00000213752	CTA-268H5.9	chr22	45275599	45276085	processed_pseudogene	487
ENSG00000202024	RNU6-934P	chrX	101325404	101325510	snRNA	107
ENSG00000112695	COX7A2	chr6	75237675	75250323	protein_coding	1922
ENSG00000182095	TNRC18	chr7	5306790	5425414	protein_coding	12860
ENSG00000248374	RP11-501M7.1	chr3	143620528	143627690	unprocessed_pseudogene	684
ENSG00000229173	SRMP3	chr2	128139792	128140516	processed_pseudogene	725
ENSG00000226232	NPIPB14P	chr16	69976388	69996188	transcribed_unprocessed_pseudogene	1728
ENSG00000276721	RP11-645C24.6	chr16	21833516	21833621	unprocessed_pseudogene	106
ENSG00000250529	LINC02121	chr5	5069192	5078311	lncRNA	432
ENSG00000253086	RNU6-537P	chr1	11152350	11152452	snRNA	103
ENSG00000276348	RP11-395E19.2	chr9	66979132	66988373	lncRNA	1988
ENSG00000154127	UBASH3B	chr11	122655722	122814473	protein_coding	8964
ENSG00000257470	RP11-397H6.1	chr12	97024021	97127626	lncRNA	1224
ENSG00000231082	LINC02655	chr10	80649797	80653732	lncRNA	370
ENSG00000244537	KRTAP4-2	chr17	41177446	41178221	protein_coding	776
ENSG00000158796	DEDD	chr1	161120974	161132688	protein_coding	2821
ENSG00000213538	KRT8P41	chr11	9094377	9095890	processed_pseudogene	1514
ENSG00000227534	AP1M2P1	chrX	65469087	65470380	processed_pseudogene	968
ENSG00000275981	ENSG10010139807.1	chr3	4750333	4750685	misc_RNA	353
ENSG00000225563	AC006076.1	chr20	53799823	53827297	lncRNA	1003
ENSG00000226081	USP12PX	chrX	90112650	90113706	processed_pseudogene	1057
ENSG00000214595	EML6	chr2	54723499	54972025	protein_coding	16317
ENSG00000258603	RP3-414A15.10	chr14	73555115	73633941	lncRNA	3777
ENSG00000248101	AC002116.8	chr19	36008638	36014235	lncRNA	1130
ENSG00000288588	RP11-1406H17.3	chr4	6245563	6261639	lncRNA	1086
ENSG00000222030	LINC01793	chr2	59217708	59279400	lncRNA	2036
ENSG00000279203	AC005785.5	chr19	15383202	15383832	TEC	631
ENSG00000252695	MIR2276	chr13	24162416	24162504	miRNA	89
ENSG00000261288	RP11-20I23.11	chr16	2554975	2556105	lncRNA	572
ENSG00000269130	SIGLEC28P	chr19	51560122	51560590	unprocessed_pseudogene	329
ENSG00000250076	MAPRE1P2	chr4	33010948	33011746	processed_pseudogene	799
ENSG00000243609	RPS2P44	chr16	48577524	48578369	processed_pseudogene	846
ENSG00000207585	MIR181D	chr19	13874875	13875011	miRNA	137
ENSG00000249565	SERBP1P5	chr4	78180866	78182046	processed_pseudogene	1181
ENSG00000130226	DPP6	chr7	153887097	154894285	protein_coding	13594
ENSG00000237567	LINC02836	chr6	105612667	105632296	lncRNA	734
ENSG00000115541	HSPE1	chr2	197500140	197503449	protein_coding	1823
ENSG00000137337	MDC1	chr6	30699807	30717447	protein_coding	7622
ENSG00000223740	RP11-760D2.4	chr7	56525428	56526113	processed_pseudogene	686
ENSG00000267293	RP11-8H2.1	chr18	46028306	46029829	processed_pseudogene	1524
ENSG00000129473	BCL2L2	chr14	23298790	23311751	protein_coding	4840
ENSG00000266039	MIR4509-2	chr15	28426491	28426584	miRNA	94
ENSG00000087903	RFX2	chr19	5993164	6199572	protein_coding	9094
ENSG00000205861	PCOTH	chr13	23888842	23897263	lncRNA	1370
ENSG00000213417	KRTAP2-4	chr17	41065116	41065879	protein_coding	764
ENSG00000145428	RNF175	chr4	153710160	153760024	protein_coding	4144
ENSG00000285610	RP11-157L10.2	chr6	162969050	162975007	lncRNA	1424
ENSG00000281406	BLACAT1	chr1	205434885	205457091	protein_coding	6731
ENSG00000172818	OVOL1	chr11	65787063	65797214	protein_coding	3803
ENSG00000232101	AC108059.2	chr2	128151154	128151304	processed_pseudogene	151
ENSG00000176383	B3GNT4	chr12	122203681	122208952	protein_coding	4552
ENSG00000165304	MELK	chr9	36572862	36677683	protein_coding	3087
ENSG00000286144	RP3-434P1.8	chr22	38416565	38423933	lncRNA	881
ENSG00000249125	RP11-381N20.2	chr4	123490242	123522106	lncRNA	2108
ENSG00000228655	AC096558.1	chr2	143295421	143598002	lncRNA	3362
ENSG00000252577	SCARNA20	chr17	60231516	60231646	scaRNA	131
ENSG00000271709	RP11-297J22.1	chr2	120866378	120867403	lncRNA	708
ENSG00000283228	CTD-2021K4.1	chr2	151802651	151973949	protein_coding	3287
ENSG00000252397	RNU5A-4P	chr13	33829539	33829649	snRNA	111
ENSG00000278404	ENSG10010137117.1	chr22	26657521	26657655	misc_RNA	135
ENSG00000051523	CYBA	chr16	88643289	88651054	protein_coding	3253
ENSG00000235626	KRT18P66	chr9	30773464	30774732	processed_pseudogene	1269
ENSG00000198198	SZT2	chr1	43389882	43454247	protein_coding	26354
ENSG00000169688	MT1B	chr16	56651886	56653204	protein_coding	393
ENSG00000287081	RP11-547J14.1	chr4	16598718	16604593	lncRNA	3912
ENSG00000243705	RP11-178L8.1	chr16	87268185	87268337	processed_pseudogene	153
ENSG00000099977	DDT	chr22	23971365	23979828	protein_coding	1410
ENSG00000235576	LINC01871	chr2	7725801	7730705	lncRNA	243
ENSG00000243510	RN7SL111P	chr2	118016385	118016669	misc_RNA	285
ENSG00000125931	CITED1	chrX	72301638	72307187	protein_coding	1760
ENSG00000266554	LINC01443	chr18	14946267	14974215	lncRNA	2842
ENSG00000254924	RP11-684B2.3	chr11	71506061	71506380	processed_pseudogene	320
ENSG00000232582	RP11-85L21.5	chrX	135135149	135135770	processed_pseudogene	622
ENSG00000242706	RPS27AP9	chr5	80498534	80498971	processed_pseudogene	438
ENSG00000237674	GSTA7P	chr6	52739590	52744656	unprocessed_pseudogene	448
ENSG00000241179	CTB-2L9.1	chr5	134804778	134805132	processed_pseudogene	355
ENSG00000287385	CTD-2325P2.5	chr14	68605396	68611732	lncRNA	3016
ENSG00000207444	SNORD56B	chr14	71398337	71398407	snoRNA	71
ENSG00000231253	LINC01640	chr22	33104330	33145861	lncRNA	2011
ENSG00000140859	KIFC3	chr16	57758217	57863053	protein_coding	9600
ENSG00000288084	RP11-363F12.1	chr6	103866023	103874687	lncRNA	2311
ENSG00000261687	RP11-473C18.3	chr15	43184079	43185141	lncRNA	532
ENSG00000229578	LINC00358	chr13	61997136	62029572	lncRNA	1447
ENSG00000197696	NMB	chr15	84655129	84658563	protein_coding	1022
ENSG00000254500	RANP3	chr11	74652636	74652911	processed_pseudogene	276
ENSG00000273471	RP13-1039J1.4	chr2	110386411	110433673	lncRNA	1528
ENSG00000270354	RP11-547M24.1	chr2	64208498	64208716	processed_pseudogene	219
ENSG00000151726	ACSL1	chr4	184755595	184826818	protein_coding	6134
ENSG00000259244	RP11-182J1.12	chr15	84513241	84526949	lncRNA	492
ENSG00000250951	USP9YP1	chrY	18540980	18544128	unprocessed_pseudogene	1002
ENSG00000136897	MRPL50	chr9	101387633	101398618	protein_coding	3336
ENSG00000131482	G6PC1	chr17	42900797	42914438	protein_coding	4365
ENSG00000203413	ACTBP6	chr8	84948585	84949674	processed_pseudogene	1090
ENSG00000272963	OR7A19P	chr12	46592573	46593305	unprocessed_pseudogene	733
ENSG00000260761	RP11-184E9.2	chr5	25319834	25321346	lncRNA	1513
ENSG00000265644	RP11-451L19.1	chr18	78480549	78484867	lncRNA	573
ENSG00000176723	ZNF843	chr16	31432593	31443160	protein_coding	4568
ENSG00000214514	KRT42P	chr17	41626327	41640199	transcribed_unprocessed_pseudogene	4512
ENSG00000176749	CDK5R1	chr17	32486993	32491253	protein_coding	3948
ENSG00000230243	FKBP1AP3	chr13	46505118	46505436	processed_pseudogene	319
ENSG00000205808	PLPP6	chr9	4662294	4665258	protein_coding	2965
ENSG00000281863	ENSG10010137335.1	chr3	8931495	8931632	snoRNA	138
ENSG00000260078	RP11-44F14.1	chr16	53364982	53373083	transcribed_unprocessed_pseudogene	4322
ENSG00000264149	RP11-268I9.3	chr18	21871446	21893996	lncRNA	417
ENSG00000115947	ORC4	chr2	147930396	148021604	protein_coding	8916
ENSG00000252222	RNU7-13P	chr1	184821428	184821489	snRNA	62
ENSG00000259291	ZNF710-AS1	chr15	90074512	90082207	lncRNA	2902
ENSG00000159495	TGM7	chr15	43276271	43302255	protein_coding	2334
ENSG00000250666	LINC01596	chr4	189881515	189884868	lncRNA	592
ENSG00000288104	RP11-292L5.1	chr3	175473919	175477602	lncRNA	2196
ENSG00000232970	POLHP1	chr2	216156342	216156811	processed_pseudogene	470
ENSG00000267583	RP11-322E11.5	chr18	35443869	35467088	lncRNA	916
ENSG00000173875	ZNF791	chr19	12610918	12633840	protein_coding	6642
ENSG00000262362	LA16c-380H5.2	chr16	3003431	3005101	lncRNA	608
ENSG00000204308	RNF5	chr6	32178405	32180793	protein_coding	1127
ENSG00000258483	LINC02251	chr15	98003038	98087384	lncRNA	2582
ENSG00000223850	MYCNUT	chr2	15920399	15936017	lncRNA	1039
ENSG00000224529	AC093698.4	chr2	208135394	208137697	processed_pseudogene	1078
ENSG00000156886	ITGAD	chr16	31393335	31426505	protein_coding	4388
ENSG00000219491	TPT1P8	chr8	36887456	36890576	transcribed_processed_pseudogene	3121
ENSG00000166257	SCN3B	chr11	123629187	123655244	protein_coding	10020
ENSG00000212550	RNU1-78P	chr15	45002864	45003028	snRNA	165
ENSG00000230384	RPSAP25	chr2	176242111	176242993	processed_pseudogene	883
ENSG00000230736	RP1-149A16.3	chr22	32376664	32384343	lncRNA	1558
ENSG00000206588	RNU1-28P	chr14	34556226	34556389	snRNA	164
ENSG00000270954	RPSAP75	chr9	74804473	74804773	processed_pseudogene	301
ENSG00000254242	RP11-1080G15.2	chr8	19091703	19145449	lncRNA	2561
ENSG00000232709	MARK2P9	chr10	92418667	92420875	processed_pseudogene	1727
ENSG00000158321	AUTS2	chr7	69598296	70793506	protein_coding	24887
ENSG00000169139	UBE2V2	chr8	48008415	48064708	protein_coding	6591
ENSG00000284575	MIR4793	chr3	48644194	48644280	miRNA	87
ENSG00000241889	RP11-435F17.3	chr3	113885298	113886031	processed_pseudogene	734
ENSG00000233211	GRPEL2P1	chr13	88978447	88978785	processed_pseudogene	339
ENSG00000216135	MIR885	chr3	10394489	10394562	miRNA	74
ENSG00000172352	CDY1B	chrY	24045229	24048019	protein_coding	2675
ENSG00000284272	MIR4321	chr19	2250639	2250718	miRNA	80
ENSG00000253733	LZTS1-AS1	chr8	20275773	20290458	lncRNA	892
ENSG00000287671	RP11-728E14.5	chr17	21442805	21451525	lncRNA	7594
ENSG00000237299	LA16c-60G3.6	chr22	15541436	15578006	unprocessed_pseudogene	568
ENSG00000252370	RNA5SP438	chr17	34120056	34120167	rRNA_pseudogene	112
ENSG00000272576	RP11-365H22.2	chr4	51918772	51919381	lncRNA	610
ENSG00000256779	RP11-60C6.5	chr11	95037482	95039811	transcribed_processed_pseudogene	1547
ENSG00000211625	IGKV3D-20	chr2	90038848	90039479	IG_V_gene	445
ENSG00000228812	LAMA5-AS1	chr20	62352995	62356480	lncRNA	843
ENSG00000187537	POTEG	chr14	19402486	19434341	protein_coding	2509
ENSG00000287811	RP11-342L8.3	chr6	79537540	79539976	lncRNA	1422
ENSG00000281473	PISRT1	chr3	139232992	139233522	lncRNA	531
ENSG00000070019	GUCY2C	chr12	14612632	14696599	protein_coding	4191
ENSG00000271752	RP11-269M20.3	chr5	50662859	50663266	lncRNA	408
ENSG00000168807	SNTB2	chr16	69187129	69309052	protein_coding	9875
ENSG00000188856	RPSAP47	chr8	80558870	80559757	processed_pseudogene	888
ENSG00000171219	CDC42BPG	chr11	64823052	64844653	protein_coding	6531
ENSG00000273497	RP11-402D21.3	chr10	91896704	91896897	unprocessed_pseudogene	194
ENSG00000124380	SNRNP27	chr2	69893956	69905575	protein_coding	1897
ENSG00000171914	TLN2	chr15	62390526	62844631	protein_coding	16209
ENSG00000229487	ALG13-AS1	chrX	111706649	111711101	lncRNA	195
ENSG00000163945	UVSSA	chr4	1345691	1395989	protein_coding	16920
ENSG00000228755	PABPC1P8	chr10	42279734	42281819	processed_pseudogene	2086
ENSG00000232699	BDH2P1	chr6	99174744	99175479	processed_pseudogene	736
ENSG00000257125	KRT127P	chr12	52751978	52753821	unprocessed_pseudogene	433
ENSG00000259656	RP11-325E5.1	chr15	49101791	49103264	lncRNA	743
ENSG00000265646	TUFMP1	chr17	27082690	27084036	processed_pseudogene	1347
ENSG00000217527	RPS16P5	chr6	53336943	53337346	transcribed_processed_pseudogene	404
ENSG00000131381	RBSN	chr3	15070073	15099163	protein_coding	7921
ENSG00000182890	GLUD2	chrX	121047610	121050094	protein_coding	2485
ENSG00000270177	PPP2CA-DT	chr5	134226410	134227827	lncRNA	1418
ENSG00000161664	ASB16	chr17	44170447	44179084	protein_coding	2233
ENSG00000243321	LINC01998	chr3	150077494	150080117	lncRNA	1967
ENSG00000286915	RP11-731C17.3	chr3	136778181	136806308	lncRNA	1002
ENSG00000229905	RP11-206L10.4	chr1	760911	761989	lncRNA	456
ENSG00000188386	PPP3R2	chr9	101591604	101595021	protein_coding	3418
ENSG00000254580	LINC02719	chr11	106112459	106132116	lncRNA	409
ENSG00000275216	RP11-54H7.4	chr13	109269634	109278512	lncRNA	5087
ENSG00000218014	KRT19P1	chr6	71584721	71585906	processed_pseudogene	1186
ENSG00000206936	RNU4-52P	chrX	49082028	49082165	snRNA	138
ENSG00000207816	MIR124-2	chr8	64379149	64379257	miRNA	109
ENSG00000236504	AC087499.7	chr17	20647287	20681799	unprocessed_pseudogene	835
ENSG00000242488	RP11-270M14.1	chr14	75838157	75839114	transcribed_processed_pseudogene	958
ENSG00000274993	RP11-395B7.2	chr7	100963828	100968124	lncRNA	2555
ENSG00000231552	IGBP1P3	chr3	32620903	32621902	processed_pseudogene	1000
ENSG00000142552	RCN3	chr19	49528003	49546962	protein_coding	1703
ENSG00000159363	ATP13A2	chr1	16985958	17011928	protein_coding	5253
ENSG00000282718	RP11-348H3.8	chr1	212916787	212917577	lncRNA	554
ENSG00000223617	LINC00370	chr13	109281973	109297690	lncRNA	1337
ENSG00000251562	MALAT1	chr11	65497688	65506516	lncRNA	8829
ENSG00000172179	PRL	chr6	22287244	22302826	protein_coding	1431
ENSG00000234782	TPT1P9	chr9	118082869	118083382	processed_pseudogene	514
ENSG00000160285	LSS	chr21	46188141	46228824	protein_coding	7238
ENSG00000261206	LINC00561	chr13	75932395	75935132	lncRNA	2738
ENSG00000279882	CTB-151G24.2	chr19	27639300	27639665	TEC	366
ENSG00000247416	RP11-629G13.1	chr11	112959279	112963460	lncRNA	2953
ENSG00000064300	NGFR	chr17	49495293	49515008	protein_coding	4141
ENSG00000161956	SENP3	chr17	7561919	7571969	protein_coding	3624
ENSG00000287863	RP11-247M1.6	chr13	46290300	46298110	lncRNA	1953
ENSG00000287074	RP11-678N14.1	chr12	19582317	19583274	lncRNA	833
ENSG00000224802	TUBB4BP2	chr9	34109171	34109968	processed_pseudogene	798
ENSG00000135914	HTR2B	chr2	231108230	231125042	protein_coding	2170
ENSG00000274849	RP11-49I11.4	chr18	36189824	36190272	lncRNA	449
ENSG00000237874	RP3-393K13.1	chr6	83728055	83736525	lncRNA	351
ENSG00000267320	AC005780.1	chr19	28316705	28386204	lncRNA	1155
ENSG00000210135	MT-TN	chrM	5657	5729	Mt_tRNA	73
ENSG00000168374	ARF4	chr3	57571363	57598220	protein_coding	2595
ENSG00000288031	RP11-1L5.2	chr2	131692392	131697954	transcribed_unprocessed_pseudogene	2157
ENSG00000224272	AC114730.3	chr2	241808312	241812016	lncRNA	2250
ENSG00000264075	MIR4783	chr2	127423537	127423618	miRNA	82
ENSG00000172638	EFEMP2	chr11	65866441	65873592	protein_coding	5397
ENSG00000155629	PIK3AP1	chr10	96593315	96720514	protein_coding	5688
ENSG00000286326	CTA-445C9.17	chr22	26597028	26611453	lncRNA	1383
ENSG00000277476	RP11-147L13.13	chr17	68133201	68135935	lncRNA	2735
ENSG00000260934	CTA-363E6.7	chr16	19501689	19502286	lncRNA	510
ENSG00000126214	KLC1	chr14	103561896	103714249	protein_coding	19251
ENSG00000244203	FOXP1-AS1	chr3	71289769	71305853	lncRNA	700
ENSG00000230199	RP11-331N16.1	chr1	242975005	242975084	processed_pseudogene	80
ENSG00000224657	RBMY2BP	chrY	22649245	22658878	transcribed_unprocessed_pseudogene	1156
ENSG00000089351	GRAMD1A	chr19	34994784	35026471	protein_coding	5906
ENSG00000137411	VARS2	chr6	30914205	30926459	protein_coding	6467
ENSG00000253172	CTC-209H22.3	chr5	173144162	173145039	lncRNA	496
ENSG00000279953	RP11-338K17.5	chr12	123649068	123650485	TEC	1418
ENSG00000251546	IGKV1D-39	chr2	89862482	89862981	IG_V_gene	376
ENSG00000264598	RP1-29G21.1	chr17	33052107	33052867	lncRNA	427
ENSG00000210195	MT-TT	chrM	15888	15953	Mt_tRNA	66
ENSG00000148218	ALAD	chr9	113386312	113401290	protein_coding	4945
ENSG00000242893	RN7SL413P	chr13	51593919	51594215	misc_RNA	297
ENSG00000224459	SLC25A34-AS1	chr1	15740051	15749896	lncRNA	639
ENSG00000236634	AC016903.1	chr2	204470076	204473837	lncRNA	588
ENSG00000250703	CTD-2533K21.1	chr5	26670334	26670481	processed_pseudogene	148
ENSG00000252107	RNA5SP220	chr6	140158591	140158694	rRNA_pseudogene	104
ENSG00000259541	RP11-778O17.4	chr11	120249759	120265932	lncRNA	2600
ENSG00000211679	IGLC3	chr22	22906342	22906803	IG_C_gene	462
ENSG00000228083	IFNA14	chr9	21239002	21240005	protein_coding	1004
